0,0,0,0,0,0.000807863,-1,0,0,0,,,,,,
25.17884461,0,38682.1634,-0.999349084,0,6451640.324,-0.999996097,0,0,1,,,,,,
615.8834639,0,1004154.018,-0.999386664,0,41066093.47,-0.999985003,0,53800.19516,-0.988552393,,,,,,
0,0,377.365814,-1,0,8870.746369,-1,0,11879.64447,-1,,,,,,
1.82E-05,0,7.27E-05,-0.749409605,0,0.047939789,-0.999619731,0,0,1,,,,,,
69.36947577,0,44.47084244,0.3589278,0,207.3325583,-0.665419284,0,180.4580039,-0.615592136,,,,,,
3.499733923,0,5.062430106,-0.308684989,0,4.612326056,-0.241221484,0,38.57275961,-0.909269289,,,,,,
21.11994826,0,21.1719073,-0.00245415,0,21.17131627,-0.002426302,0,21.2918577,-0.008073952,,,,,,
45.77786236,0,52.41331855,-0.126598666,0,54.86274863,-0.165592984,0,61.73490771,-0.258476864,,,,,,
0.002793923,0,0.02544285,-0.89018829,0,1.553221997,-0.998201208,0,0.022332209,-0.874892681,,,,,,
60.17433417,0,38.98670008,0.352104172,0,34.10544542,0.43322272,0,241.5603195,-0.750893134,,,,,,
55.09612612,0,36.70801441,0.333746,0,35.25230999,0.360167176,0,248.0416198,-0.777875478,,,,,,
149.1418323,0,99.09259141,0.335581507,0,111.9388798,0.249446798,0,502.5919732,-0.703254647,,,,,,
4109.315846,0,6654.593157,-0.382484286,0,6900.865104,-0.404521638,0,12144.57497,-0.661633622,,,,,,
7211.603532,0,6511.83835,0.09703323,0,6355.941347,0.118650752,0,12870.74053,-0.439690085,,,,,,
0.026149896,0,0.105291421,-0.751642675,0,0.103791716,-0.748054117,0,4.414769195,-0.994076724,,,,,,
151.4197755,0,136.8064734,0.096508544,0,137.7807435,0.090074311,0,342.2818862,-0.557616743,,,,,,
151.4306387,0,171.09494,-0.114932103,0,159.4179659,-0.050103055,0,407.4731223,-0.628366559,,,,,,
7.161388337,0,6.610387913,0.076940448,0,5.950756083,0.169049938,0,13.64789257,-0.475275153,,,,,,
49.99770775,0,50,-4.58E-05,0,50,-4.58E-05,0,50,-4.58E-05,,,,,,
340,0,400,-0.15,0,426.6411666,-0.203077371,0,320,0.058823529,,,,,,
6940.176855,0,12531.63903,-0.446187619,0,13167.9595,-0.472949711,0,13896.81702,-0.500592341,,,,,,
8630.097822,0,8943.118465,-0.035001286,0,9289.474368,-0.070981039,0,13119.46713,-0.342191437,,,,,,
211.4844907,0,230.0767889,-0.0808091,0,225.8832088,-0.063744083,0,353.376112,-0.401531446,,,,,,
495.7341554,0,576.2792142,-0.13976742,0,584.4246851,-0.151756988,0,419.2296684,0.154325632,,,,,,
343.3678933,0,393.5477632,-0.127506429,0,390.2731269,-0.120185661,0,416.6845711,-0.175952466,,,,,,
1085.161624,0,889.566391,0.180245254,0,946.3881047,0.127882811,0,1813.123341,-0.401495972,,,,,,
2527.30036,0,2697.234521,-0.063003109,0,2775.921989,-0.089563623,0,4178.187434,-0.395120396,,,,,,
